DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
4/2/2010,510.48,VNINDEX,510.38,513.1,508.54,39486490
4/5/2010,514.79,VNINDEX,514.17,516.27,513.45,41859130
4/6/2010,515.33,VNINDEX,517.48,520.31,515.33,66656790
4/7/2010,515.82,VNINDEX,516.21,517.26,512.57,48659250
4/8/2010,515.93,VNINDEX,515.72,519.4,514.74,54227900
4/9/2010,517.42,VNINDEX,517.06,519.61,516.4,59536420
4/12/2010,519.93,VNINDEX,522.12,523.16,519.5,52162000
4/13/2010,517.98,VNINDEX,521.04,523.23,517.98,50547580
4/14/2010,516.21,VNINDEX,518.57,518.74,515.81,42719810
4/15/2010,521.49,VNINDEX,521.01,521.49,518.39,50686190
4/16/2010,522.03,VNINDEX,523.72,522.95,521.53,59353900
4/19/2010,516.74,VNINDEX,521.35,521.69,516.74,57018190
4/20/2010,515.2,VNINDEX,517.36,519.72,515.2,54803770
4/21/2010,519.7,VNINDEX,517.54,520.2,517.54,53769580
4/22/2010,529.31,VNINDEX,521.9,534.53,521.9,77539180
4/26/2010,531.21,VNINDEX,531.69,535.41,531.21,63178720
4/27/2010,535.72,VNINDEX,532.58,536.23,531.57,54218510
4/28/2010,539.2,VNINDEX,536.08,539.83,536.08,58029450
4/29/2010,542.37,VNINDEX,541.44,542.74,541.19,72395920
5/4/2010,549.12,VNINDEX,544.52,550.61,544.52,86332860
5/5/2010,548.01,VNINDEX,548.75,551.08,546.13,82141870
5/6/2010,549.51,VNINDEX,549.19,551.4,547.02,78206620
5/7/2010,542.03,VNINDEX,548.22,548.22,536.51,105923850
5/10/2010,534.38,VNINDEX,541.49,541.49,532.4,76286050
5/11/2010,534.36,VNINDEX,537.85,539.93,532.72,65187810
5/12/2010,519.6,VNINDEX,527.52,527.52,519.6,65495340
5/13/2010,518.93,VNINDEX,521.93,524.2,516.11,54756390
5/14/2010,520.72,VNINDEX,522.92,523.48,519.98,41332440
5/17/2010,511.27,VNINDEX,521.3,521.67,509.5,51530730
5/18/2010,508.3,VNINDEX,510.49,510.75,505.13,41803840
5/19/2010,494.9,VNINDEX,503.66,504.57,494.9,56689090
5/20/2010,503.55,VNINDEX,481.8,503.55,481.68,53770960
5/21/2010,483.69,VNINDEX,487.76,490.3,482.16,57087270
5/24/2010,486.19,VNINDEX,485.1,489.62,479.56,38991860
5/25/2010,486.25,VNINDEX,484.8,490.33,482.86,41290920
5/26/2010,492.69,VNINDEX,491.45,492.69,488.29,37394010
5/27/2010,497.16,VNINDEX,491.63,497.16,489.75,37365130
5/28/2010,512.99,VNINDEX,509.47,513.24,506.43,56242530
5/31/2010,507.44,VNINDEX,510.54,513.44,506.32,39860020
6/1/2010,508.68,VNINDEX,505.18,509.13,503.65,35911060
6/2/2010,510.74,VNINDEX,505.18,511.1,504.79,37571380
